Taxon,Species,Trait,Value,Source,Origin
Trees,Salix purpurea,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Salix purpurea,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Salix purpurea,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Salix purpurea,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Salix purpurea,SLA,11.3782680000000,WOODIV_v1.1,observation
Trees,Salix purpurea,SeedMass,0.0900930000000000,WOODIV_v1.1,observation
Trees,Salix purpurea,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Salix purpurea,StemSpecDens,0.46,WOODIV_v1.1,observation
Trees,Salix salviifolia,BloomBreadth,3,WOODIV_v1.1,observation
Trees,Salix salviifolia,BloomPosition,2.5,WOODIV_v1.1,observation
Trees,Salix salviifolia,DispDist,4_high,WOODIV_v1.1,observation
Trees,Salix salviifolia,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Salix salviifolia,HeightMax,7,WOODIV_v1.1,observation
Trees,Salix salviifolia,LA,363.7,WOODIV_v1.1,observation
Trees,Salix salviifolia,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Salix salviifolia,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Salix salviifolia,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Salix salviifolia,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Salix salviifolia,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Salix triandra,BloomBreadth,3.2,WOODIV_v1.1,observation
Trees,Salix triandra,BloomPosition,4.8,WOODIV_v1.1,observation
Trees,Salix triandra,DispDist,4_high,WOODIV_v1.1,observation
Trees,Salix triandra,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Salix triandra,HeightMax,6.75,WOODIV_v1.1,observation
Trees,Salix triandra,LA,793.607143000000,WOODIV_v1.1,observation
Trees,Salix triandra,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Salix triandra,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Salix triandra,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Salix triandra,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Salix triandra,SLA,11.5994740000000,WOODIV_v1.1,observation
Trees,Salix triandra,SeedMass,0.02,WOODIV_v1.1,observation
Trees,Salix triandra,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Salix triandra,StemSpecDens,0.354569000000000,WOODIV_v1.1,observation
Trees,Salix viminalis,BloomBreadth,2.2,WOODIV_v1.1,observation
Trees,Salix viminalis,BloomPosition,4.1,WOODIV_v1.1,observation
Trees,Salix viminalis,DispDist,4_high,WOODIV_v1.1,observation
Trees,Salix viminalis,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Salix viminalis,HeightMax,9.33333300000000,WOODIV_v1.1,observation
Trees,Salix viminalis,LA,425.583333000000,WOODIV_v1.1,observation
Trees,Salix viminalis,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Salix viminalis,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Salix viminalis,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Salix viminalis,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Salix viminalis,SLA,14.1383340000000,WOODIV_v1.1,observation
Trees,Salix viminalis,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Salix xanthicola,BloomBreadth,1,WOODIV_v1.1,observation
Trees,Salix xanthicola,BloomPosition,4.5,WOODIV_v1.1,observation
Trees,Salix xanthicola,DispDist,4_high,WOODIV_v1.1,observation
Trees,Salix xanthicola,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Salix xanthicola,HeightMax,2.5,WOODIV_v1.1,observation
Trees,Salix xanthicola,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Salix xanthicola,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Salix xanthicola,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Salix xanthicola,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Salix xanthicola,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Sambucus nigra,BloomBreadth,3,WOODIV_v1.1,observation
Trees,Sambucus nigra,BloomPosition,6.1,WOODIV_v1.1,observation
Trees,Sambucus nigra,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sambucus nigra,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sambucus nigra,HeightMax,5.66666700000000,WOODIV_v1.1,observation
Trees,Sambucus nigra,LA,1088.27425200000,WOODIV_v1.1,observation
Trees,Sambucus nigra,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sambucus nigra,LeafOutline,3_compound,WOODIV_v1.1,observation
Trees,Sambucus nigra,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sambucus nigra,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sambucus nigra,SLA,19.3975280000000,WOODIV_v1.1,observation
Trees,Sambucus nigra,SeedMass,2.76133200000000,WOODIV_v1.1,observation
Trees,Sambucus nigra,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sambucus nigra,StemSpecDens,0.343756000000000,WOODIV_v1.1,observation
Trees,Sambucus racemosa,BloomBreadth,2.5,WOODIV_v1.1,observation
Trees,Sambucus racemosa,BloomPosition,5.8,WOODIV_v1.1,observation
Trees,Sambucus racemosa,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sambucus racemosa,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sambucus racemosa,HeightMax,3.33333300000000,WOODIV_v1.1,observation
Trees,Sambucus racemosa,LA,5094.0355260000,WOODIV_v1.1,observation
Trees,Sambucus racemosa,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sambucus racemosa,LeafOutline,3_compound,WOODIV_v1.1,observation
Trees,Sambucus racemosa,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sambucus racemosa,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sambucus racemosa,SLA,24.4961060000000,WOODIV_v1.1,observation
Trees,Sambucus racemosa,SeedMass,2.1364420000000,WOODIV_v1.1,observation
Trees,Sambucus racemosa,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sambucus racemosa,StemSpecDens,0.574976000000000,WOODIV_v1.1,observation
Trees,Searsia tripartita,BloomBreadth,4,WOODIV_v1.1,observation
Trees,Searsia tripartita,BloomPosition,3,WOODIV_v1.1,observation
Trees,Searsia tripartita,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Searsia tripartita,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Searsia tripartita,HeightMax,3,WOODIV_v1.1,observation
Trees,Searsia tripartita,LA,235.066239000000,WOODIV_v1.1,observation
Trees,Searsia tripartita,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Searsia tripartita,LeafOutline,2_lobed,WOODIV_v1.1,observation
Trees,Searsia tripartita,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Searsia tripartita,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Searsia tripartita,SLA,10.2220710000000,WOODIV_v1.1,observation
Trees,Searsia tripartita,SexualSystem,dioecy,WOODIV_v1.1,observation
Trees,Sorbus aria,BloomBreadth,3,WOODIV_v1.1,observation
Trees,Sorbus aria,BloomPosition,6.1,WOODIV_v1.1,observation
Trees,Sorbus aria,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus aria,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus aria,HeightMax,20,WOODIV_v1.1,observation
Trees,Sorbus aria,LA,5130.29651800000,WOODIV_v1.1,observation
Trees,Sorbus aria,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus aria,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus aria,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus aria,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus aria,SLA,16.1290180000000,WOODIV_v1.1,observation
Trees,Sorbus aria,SeedMass,19.9786430000000,WOODIV_v1.1,observation
Trees,Sorbus aria,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus aria,StemSpecDens,0.697206000000000,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,BloomBreadth,3.2,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,BloomPosition,6.4,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,HeightMax,15,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,LA,4242.94181500000,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,LeafOutline,3_compound,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,SLA,12.8622990000000,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,SeedMass,3.60412700000000,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus aucuparia,StemSpecDens,0.640750000000000,WOODIV_v1.1,observation
Trees,Sorbus austriaca,BloomBreadth,3,WOODIV_v1.1,observation
Trees,Sorbus austriaca,BloomPosition,5.5,WOODIV_v1.1,observation
Trees,Sorbus austriaca,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus austriaca,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus austriaca,HeightMax,6,WOODIV_v1.1,observation
Trees,Sorbus austriaca,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus austriaca,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus austriaca,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus austriaca,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus austriaca,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus domestica,BloomBreadth,2.2,WOODIV_v1.1,observation
Trees,Sorbus domestica,BloomPosition,5.1,WOODIV_v1.1,observation
Trees,Sorbus domestica,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus domestica,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus domestica,HeightMax,16.6666670000000,WOODIV_v1.1,observation
Trees,Sorbus domestica,LA,1509.21120700000,WOODIV_v1.1,observation
Trees,Sorbus domestica,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus domestica,LeafOutline,3_compound,WOODIV_v1.1,observation
Trees,Sorbus domestica,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus domestica,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus domestica,SLA,17.0690690000000,WOODIV_v1.1,observation
Trees,Sorbus domestica,SeedMass,25.2851720000000,WOODIV_v1.1,observation
Trees,Sorbus domestica,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus domestica,StemSpecDens,0.42042,WOODIV_v1.1,observation
Trees,Sorbus graeca,BloomBreadth,2,WOODIV_v1.1,observation
Trees,Sorbus graeca,BloomPosition,6,WOODIV_v1.1,observation
Trees,Sorbus graeca,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus graeca,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus graeca,HeightMax,10,WOODIV_v1.1,observation
Trees,Sorbus graeca,LA,2495.75333300000,WOODIV_v1.1,observation
Trees,Sorbus graeca,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus graeca,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus graeca,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus graeca,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus graeca,SeedMass,19.9034360000000,WOODIV_v1.1,observation
Trees,Sorbus graeca,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus graeca,StemSpecDens,0.55,WOODIV_v1.1,observation
Trees,Sorbus latifolia,BloomBreadth,1.5,WOODIV_v1.1,observation
Trees,Sorbus latifolia,BloomPosition,5.8,WOODIV_v1.1,observation
Trees,Sorbus latifolia,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus latifolia,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus latifolia,HeightMax,12.5,WOODIV_v1.1,observation
Trees,Sorbus latifolia,LA,3572.02,WOODIV_v1.1,observation
Trees,Sorbus latifolia,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus latifolia,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus latifolia,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus latifolia,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus latifolia,SeedMass,26.868,WOODIV_v1.1,observation
Trees,Sorbus latifolia,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,BloomBreadth,3,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,BloomPosition,6,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,HeightMax,14.3333330000000,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,LA,3053.91225100000,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,SLA,11.8571430000000,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,SeedMass,4,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus mougeotii,StemSpecDens,0.613880000000000,WOODIV_v1.1,observation
Trees,Sorbus torminalis,BloomBreadth,2.2,WOODIV_v1.1,observation
Trees,Sorbus torminalis,BloomPosition,5.6,WOODIV_v1.1,observation
Trees,Sorbus torminalis,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus torminalis,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus torminalis,HeightMax,15.6666670000000,WOODIV_v1.1,observation
Trees,Sorbus torminalis,LA,4703.84671800000,WOODIV_v1.1,observation
Trees,Sorbus torminalis,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus torminalis,LeafOutline,2_lobed,WOODIV_v1.1,observation
Trees,Sorbus torminalis,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus torminalis,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus torminalis,SLA,17.2727540000000,WOODIV_v1.1,observation
Trees,Sorbus torminalis,SeedMass,47.1406610000000,WOODIV_v1.1,observation
Trees,Sorbus torminalis,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Sorbus torminalis,StemSpecDens,0.6822250000000,WOODIV_v1.1,observation
Trees,Sorbus umbellata,BloomBreadth,2,WOODIV_v1.1,observation
Trees,Sorbus umbellata,BloomPosition,6,WOODIV_v1.1,observation
Trees,Sorbus umbellata,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Sorbus umbellata,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Sorbus umbellata,HeightMax,7.5,WOODIV_v1.1,observation
Trees,Sorbus umbellata,LA,1638.97833300000,WOODIV_v1.1,observation
Trees,Sorbus umbellata,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Sorbus umbellata,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Sorbus umbellata,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Sorbus umbellata,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Sorbus umbellata,SeedMass,246.949082000000,WOODIV_v1.1,observation
Trees,Sorbus umbellata,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Spartium junceum,BloomBreadth,2.8,WOODIV_v1.1,observation
Trees,Spartium junceum,BloomPosition,6.1,WOODIV_v1.1,observation
Trees,Spartium junceum,DispDist,1_very_low,WOODIV_v1.1,observation
Trees,Spartium junceum,DispMode,unassisted,WOODIV_v1.1,observation
Trees,Spartium junceum,HeightMax,2.5,WOODIV_v1.1,observation
Trees,Spartium junceum,LA,158.82225600000,WOODIV_v1.1,observation
Trees,Spartium junceum,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Spartium junceum,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Spartium junceum,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Spartium junceum,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Spartium junceum,SLA,15.8214840000000,WOODIV_v1.1,observation
Trees,Spartium junceum,SeedMass,12.739207000000,WOODIV_v1.1,observation
Trees,Spartium junceum,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Spartium junceum,StemSpecDens,0.56,WOODIV_v1.1,observation
Trees,Staphylea pinnata,BloomBreadth,2,WOODIV_v1.1,observation
Trees,Staphylea pinnata,BloomPosition,5,WOODIV_v1.1,observation
Trees,Staphylea pinnata,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Staphylea pinnata,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Staphylea pinnata,HeightMax,5,WOODIV_v1.1,observation
Trees,Staphylea pinnata,LA,9175.30625,WOODIV_v1.1,observation
Trees,Staphylea pinnata,LeafMargin,toothed,WOODIV_v1.1,observation
Trees,Staphylea pinnata,LeafOutline,3_compound,WOODIV_v1.1,observation
Trees,Staphylea pinnata,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Staphylea pinnata,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Staphylea pinnata,SLA,31.398,WOODIV_v1.1,observation
Trees,Staphylea pinnata,SeedMass,103.075838000000,WOODIV_v1.1,observation
Trees,Staphylea pinnata,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Styrax officinalis,BloomBreadth,2.5,WOODIV_v1.1,observation
Trees,Styrax officinalis,BloomPosition,5,WOODIV_v1.1,observation
Trees,Styrax officinalis,DispDist,5_very_high,WOODIV_v1.1,observation
Trees,Styrax officinalis,DispMode,endozoochory,WOODIV_v1.1,observation
Trees,Styrax officinalis,HeightMax,3.5,WOODIV_v1.1,observation
Trees,Styrax officinalis,LA,3250,WOODIV_v1.1,observation
Trees,Styrax officinalis,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Styrax officinalis,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Styrax officinalis,LeafPhenology,1_deciduous,WOODIV_v1.1,observation
Trees,Styrax officinalis,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Styrax officinalis,SeedMass,419.464098000,WOODIV_v1.1,observation
Trees,Styrax officinalis,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Styrax officinalis,StemSpecDens,0.61,WOODIV_v1.1,observation
Trees,Tamarix africana,BloomBreadth,3.8,WOODIV_v1.1,observation
Trees,Tamarix africana,BloomPosition,4.9,WOODIV_v1.1,observation
Trees,Tamarix africana,DispDist,4_high,WOODIV_v1.1,observation
Trees,Tamarix africana,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Tamarix africana,HeightMax,4.66666700000000,WOODIV_v1.1,observation
Trees,Tamarix africana,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Tamarix africana,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Tamarix africana,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Tamarix africana,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Tamarix africana,SeedMass,0.1228,WOODIV_v1.1,observation
Trees,Tamarix africana,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Tamarix arborea,BloomBreadth,6,WOODIV_v1.1,observation
Trees,Tamarix arborea,BloomPosition,12,WOODIV_v1.1,observation
Trees,Tamarix arborea,DispDist,4_high,WOODIV_v1.1,observation
Trees,Tamarix arborea,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Tamarix arborea,HeightMax,6,WOODIV_v1.1,observation
Trees,Tamarix arborea,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Tamarix arborea,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Tamarix arborea,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Tamarix arborea,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Tamarix arborea,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Tamarix boveana,BloomBreadth,4,WOODIV_v1.1,observation
Trees,Tamarix boveana,BloomPosition,5,WOODIV_v1.1,observation
Trees,Tamarix boveana,DispDist,4_high,WOODIV_v1.1,observation
Trees,Tamarix boveana,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Tamarix boveana,HeightMax,5,WOODIV_v1.1,observation
Trees,Tamarix boveana,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Tamarix boveana,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Tamarix boveana,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Tamarix boveana,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Tamarix boveana,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Tamarix canariensis,BloomBreadth,5.5,WOODIV_v1.1,observation
Trees,Tamarix canariensis,BloomPosition,7.2,WOODIV_v1.1,observation
Trees,Tamarix canariensis,DispDist,4_high,WOODIV_v1.1,observation
Trees,Tamarix canariensis,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Tamarix canariensis,HeightMax,5,WOODIV_v1.1,observation
Trees,Tamarix canariensis,LA,1,WOODIV_v1.1,observation
Trees,Tamarix canariensis,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Tamarix canariensis,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Tamarix canariensis,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Tamarix canariensis,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Tamarix canariensis,SLA,11.474,WOODIV_v1.1,observation
Trees,Tamarix canariensis,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,BloomBreadth,3.3,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,BloomPosition,4.7,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,DispDist,4_high,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,DispMode,anemochory,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,HeightMax,5.5,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,LeafMargin,entire,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,LeafOutline,1_entire,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,LeafPhenology,3_evergreen,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,Pollination,3_biotic,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,SexualSystem,cosexuality,WOODIV_v1.1,observation
Trees,Tamarix dalmatica,StemSpecDens,0.61,WOODIV_v1.1,observation
Trees,Tamarix gallica,BloomBreadth,4.2,WOODIV_v1.1,observation
Trees,Tamarix gallica,BloomPosition,6.9,WOODIV_v1.1,observation
Trees,Tamarix gallica,DispDist,4_high,WOODIV_v1.1,observation
